family,dataset,sequence_length,model_seed,draw,metric,value
Diffusion-TS,Energy,64,42,100000,predictive_score,0.2659925663453275
Diffusion-TS,Energy,64,42,100001,context_fid,0.625953574025231
Diffusion-TS,Energy,64,42,100001,correlation_score,1.2602033615112305
Diffusion-TS,Energy,64,42,100001,discriminative_score,0.35040650406504065
Diffusion-TS,Energy,64,42,100001,predictive_score,0.2731963595530639
Diffusion-TS,Energy,64,42,100002,context_fid,0.6416768433082448
Diffusion-TS,Energy,64,42,100002,correlation_score,1.3202617168426514
Diffusion-TS,Energy,64,42,100002,discriminative_score,0.35203252032520327
Diffusion-TS,Energy,64,42,100002,predictive_score,0.2750786564392911
Diffusion-TS,Energy,64,42,100003,context_fid,0.6404463179318015
Diffusion-TS,Energy,64,42,100003,correlation_score,1.3146454095840454
Diffusion-TS,Energy,64,42,100003,discriminative_score,0.35162601626016254
Diffusion-TS,Energy,64,42,100003,predictive_score,0.27225448381796014
Diffusion-TS,Energy,64,42,100004,context_fid,0.6206584964514911
Diffusion-TS,Energy,64,42,100004,correlation_score,1.1816648244857788
Diffusion-TS,Energy,64,42,100004,discriminative_score,0.35345528455284553
Diffusion-TS,Energy,64,42,100004,predictive_score,0.2780088989541885
Diffusion-TS,Energy,64,123,100000,context_fid,0.7487144499826061
Diffusion-TS,Energy,64,123,100000,correlation_score,1.2978923320770264
Diffusion-TS,Energy,64,123,100000,discriminative_score,0.3416666666666666
Diffusion-TS,Energy,64,123,100000,predictive_score,0.26258595319935313
Diffusion-TS,Energy,64,123,100001,context_fid,0.8076815978858286
Diffusion-TS,Energy,64,123,100001,correlation_score,1.4667723178863525
Diffusion-TS,Energy,64,123,100001,discriminative_score,0.3591463414634146
Diffusion-TS,Energy,64,123,100001,predictive_score,0.2568115643819813
Diffusion-TS,Energy,64,123,100002,context_fid,0.7988345878822943
Diffusion-TS,Energy,64,123,100002,correlation_score,1.3728688955307007
Diffusion-TS,Energy,64,123,100002,discriminative_score,0.3599593495934959
Diffusion-TS,Energy,64,123,100002,predictive_score,0.2554216920228403
Diffusion-TS,Energy,64,123,100003,context_fid,0.785534765844346
Diffusion-TS,Energy,64,123,100003,correlation_score,1.4373407363891602
Diffusion-TS,Energy,64,123,100003,discriminative_score,0.307520325203252
Diffusion-TS,Energy,64,123,100003,predictive_score,0.258200137730455
Diffusion-TS,Energy,64,123,100004,context_fid,0.8137112042616943
Diffusion-TS,Energy,64,123,100004,correlation_score,1.455295205116272
Diffusion-TS,Energy,64,123,100004,discriminative_score,0.3357723577235772
Diffusion-TS,Energy,64,123,100004,predictive_score,0.2549565120292148
Diffusion-TS,Energy,128,0,100000,context_fid,0.9246785258589792
Diffusion-TS,Energy,128,0,100000,correlation_score,1.3626726865768433
Diffusion-TS,Energy,128,0,100000,discriminative_score,0.40752032520325204
Diffusion-TS,Energy,128,0,100000,predictive_score,0.25296010137875174
Diffusion-TS,Energy,128,0,100001,context_fid,0.9364648042364355
Diffusion-TS,Energy,128,0,100001,correlation_score,1.3683053255081177
Diffusion-TS,Energy,128,0,100001,discriminative_score,0.3904471544715447
Diffusion-TS,Energy,128,0,100001,predictive_score,0.2530282716810082
Diffusion-TS,Energy,128,0,100002,context_fid,0.9404739353671313
Diffusion-TS,Energy,128,0,100002,correlation_score,1.352198839187622
Diffusion-TS,Energy,128,0,100002,discriminative_score,0.3741869918699187
Diffusion-TS,Energy,128,0,100002,predictive_score,0.2531995299832488
Diffusion-TS,Energy,128,0,100003,context_fid,0.9135511658734954
Diffusion-TS,Energy,128,0,100003,correlation_score,1.505946159362793
Diffusion-TS,Energy,128,0,100003,discriminative_score,0.39715447154471545
Diffusion-TS,Energy,128,0,100003,predictive_score,0.25294847405530163
Diffusion-TS,Energy,128,0,100004,context_fid,0.9338292529711693
Diffusion-TS,Energy,128,0,100004,correlation_score,1.3055132627487183
Diffusion-TS,Energy,128,0,100004,discriminative_score,0.40060975609756094
Diffusion-TS,Energy,128,0,100004,predictive_score,0.2531047272714204
Diffusion-TS,Energy,128,42,100000,context_fid,0.8619337919823739
Diffusion-TS,Energy,128,42,100000,correlation_score,1.515075922012329
Diffusion-TS,Energy,128,42,100000,discriminative_score,0.4436991869918699
Diffusion-TS,Energy,128,42,100000,predictive_score,0.427217813419702
Diffusion-TS,Energy,128,42,100001,context_fid,0.8980077114954925
Diffusion-TS,Energy,128,42,100001,correlation_score,1.231385588645935
Diffusion-TS,Energy,128,42,100001,discriminative_score,0.4485772357723577
Diffusion-TS,Energy,128,42,100001,predictive_score,0.4269810487603536
Diffusion-TS,Energy,128,42,100002,context_fid,0.9003171715758067
Diffusion-TS,Energy,128,42,100002,correlation_score,1.185293197631836
Diffusion-TS,Energy,128,42,100002,discriminative_score,0.4436991869918699
Diffusion-TS,Energy,128,42,100002,predictive_score,0.4294270649115788
Diffusion-TS,Energy,128,42,100003,context_fid,0.9177558976955759
Diffusion-TS,Energy,128,42,100003,correlation_score,1.2063649892807007
Diffusion-TS,Energy,128,42,100003,discriminative_score,0.43313008130081304
Diffusion-TS,Energy,128,42,100003,predictive_score,0.4288616651344152
Diffusion-TS,Energy,128,42,100004,context_fid,0.871921908566944
Diffusion-TS,Energy,128,42,100004,correlation_score,1.3030998706817627
Diffusion-TS,Energy,128,42,100004,discriminative_score,0.43922764227642275
Diffusion-TS,Energy,128,42,100004,predictive_score,0.42624172283831285
Diffusion-TS,Energy,128,123,100000,context_fid,0.9792707878071839
Diffusion-TS,Energy,128,123,100000,correlation_score,1.2325795888900757
Diffusion-TS,Energy,128,123,100000,discriminative_score,0.4274390243902439
Diffusion-TS,Energy,128,123,100000,predictive_score,0.25467608784674667
Diffusion-TS,Energy,128,123,100001,context_fid,1.0333536974577737
Diffusion-TS,Energy,128,123,100001,correlation_score,1.4983160495758057
Diffusion-TS,Energy,128,123,100001,discriminative_score,0.43008130081300805
Diffusion-TS,Energy,128,123,100001,predictive_score,0.25587091566922027
Diffusion-TS,Energy,128,123,100002,context_fid,1.0001840628687495
Diffusion-TS,Energy,128,123,100002,correlation_score,1.1985931396484375
Diffusion-TS,Energy,128,123,100002,discriminative_score,0.4237804878048781
Diffusion-TS,Energy,128,123,100002,predictive_score,0.25997524723182625
Diffusion-TS,Energy,128,123,100003,context_fid,0.9615309675218491
Diffusion-TS,Energy,128,123,100003,correlation_score,1.4027125835418701
Diffusion-TS,Energy,128,123,100003,discriminative_score,0.42764227642276414
Diffusion-TS,Energy,128,123,100003,predictive_score,0.2534704682620941
Diffusion-TS,Energy,128,123,100004,context_fid,1.0071345663691122
Diffusion-TS,Energy,128,123,100004,correlation_score,1.4174621105194092
Diffusion-TS,Energy,128,123,100004,discriminative_score,0.33617886178861794
Diffusion-TS,Energy,128,123,100004,predictive_score,0.2529682295656433
Diffusion-TS,Energy,256,0,100000,context_fid,1.7698853040622629
Diffusion-TS,Energy,256,0,100000,correlation_score,1.3459455966949463
Diffusion-TS,Energy,256,0,100000,discriminative_score,0.48638211382113816
Diffusion-TS,Energy,256,0,100000,predictive_score,0.39780320878829417
Diffusion-TS,Energy,256,0,100001,context_fid,1.7189108848964347
Diffusion-TS,Energy,256,0,100001,correlation_score,1.311896800994873
Diffusion-TS,Energy,256,0,100001,discriminative_score,0.48373983739837395
Diffusion-TS,Energy,256,0,100001,predictive_score,0.3972869418794289
Diffusion-TS,Energy,256,0,100002,context_fid,1.722143888803795
Diffusion-TS,Energy,256,0,100002,correlation_score,1.271728754043579
Diffusion-TS,Energy,256,0,100002,discriminative_score,0.47886178861788614
Diffusion-TS,Energy,256,0,100002,predictive_score,0.3926055264358486
Diffusion-TS,Energy,256,0,100003,context_fid,1.7101575211521236
Diffusion-TS,Energy,256,0,100003,correlation_score,1.2604900598526
Diffusion-TS,Energy,256,0,100003,discriminative_score,0.47886178861788614
Diffusion-TS,Energy,256,0,100003,predictive_score,0.40130678610148607
Diffusion-TS,Energy,256,0,100004,context_fid,1.7192646750579128
Diffusion-TS,Energy,256,0,100004,correlation_score,1.2584354877471924
Diffusion-TS,Energy,256,0,100004,discriminative_score,0.4849593495934959
Diffusion-TS,Energy,256,0,100004,predictive_score,0.39861337734328117
Diffusion-TS,Energy,256,42,100000,context_fid,1.814678879757545
Diffusion-TS,Energy,256,42,100000,correlation_score,1.1623371839523315
Diffusion-TS,Energy,256,42,100000,discriminative_score,0.4430894308943089
Diffusion-TS,Energy,256,42,100000,predictive_score,0.39928148691979004
Diffusion-TS,Energy,256,42,100001,context_fid,1.8053852842162523
Diffusion-TS,Energy,256,42,100001,correlation_score,1.1780929565429688
Diffusion-TS,Energy,256,42,100001,discriminative_score,0.46504065040650405
Diffusion-TS,Energy,256,42,100001,predictive_score,0.39312760109169176
Diffusion-TS,Energy,256,42,100002,context_fid,1.820895703611564
Diffusion-TS,Energy,256,42,100002,correlation_score,1.1852506399154663
Diffusion-TS,Energy,256,42,100002,discriminative_score,0.47317073170731705
Diffusion-TS,Energy,256,42,100002,predictive_score,0.3970662879485947
Diffusion-TS,Energy,256,42,100003,context_fid,1.846062948195996
Diffusion-TS,Energy,256,42,100003,correlation_score,1.1630923748016357
Diffusion-TS,Energy,256,42,100003,discriminative_score,0.42947154471544713
Diffusion-TS,Energy,256,42,100003,predictive_score,0.3943572990174289
Diffusion-TS,Energy,256,42,100004,context_fid,1.8102894533762448
Diffusion-TS,Energy,256,42,100004,correlation_score,1.1929447650909424
Diffusion-TS,Energy,256,42,100004,discriminative_score,0.47459349593495936
Diffusion-TS,Energy,256,42,100004,predictive_score,0.39628604549216107
Diffusion-TS,Energy,256,123,100000,context_fid,1.1297784948558995
Diffusion-TS,Energy,256,123,100000,correlation_score,1.1077669858932495
Diffusion-TS,Energy,256,123,100000,discriminative_score,0.40752032520325204
Diffusion-TS,Energy,256,123,100000,predictive_score,0.36556196620707243
Diffusion-TS,Energy,256,123,100001,context_fid,1.1822969971849782
Diffusion-TS,Energy,256,123,100001,correlation_score,1.1872608661651611
Diffusion-TS,Energy,256,123,100001,discriminative_score,0.41361788617886175
Diffusion-TS,Energy,256,123,100001,predictive_score,0.3649064342704757
Diffusion-TS,Energy,256,123,100002,context_fid,1.1447756888608023
Diffusion-TS,Energy,256,123,100002,correlation_score,1.1464256048202515
Diffusion-TS,Energy,256,123,100002,discriminative_score,0.4089430894308943
Diffusion-TS,Energy,256,123,100002,predictive_score,0.36449434867730207
Diffusion-TS,Energy,256,123,100003,context_fid,1.11273073424907
Diffusion-TS,Energy,256,123,100003,correlation_score,1.1577889919281006
Diffusion-TS,Energy,256,123,100003,discriminative_score,0.42032520325203254
Diffusion-TS,Energy,256,123,100003,predictive_score,0.3661191247932341
Diffusion-TS,Energy,256,123,100004,context_fid,1.1968969100055524
Diffusion-TS,Energy,256,123,100004,correlation_score,1.218603253364563
Diffusion-TS,Energy,256,123,100004,discriminative_score,0.41483739837398376
Diffusion-TS,Energy,256,123,100004,predictive_score,0.36456701137891895
PETS-U,AirQuality,64,0,100000,context_fid,0.36235250805658886
PETS-U,AirQuality,64,0,100000,correlation_score,0.0995190367102623
PETS-U,AirQuality,64,0,100000,discriminative_score,0.1544715447154472
PETS-U,AirQuality,64,0,100000,predictive_score,0.021825915221389398
PETS-U,AirQuality,64,0,100001,context_fid,0.3856827662360492
PETS-U,AirQuality,64,0,100001,correlation_score,0.09488880634307861
PETS-U,AirQuality,64,0,100001,discriminative_score,0.15508130081300817
PETS-U,AirQuality,64,0,100001,predictive_score,0.02122104293243865
PETS-U,AirQuality,64,0,100002,context_fid,0.36832238843103554
PETS-U,AirQuality,64,0,100002,correlation_score,0.10069869458675385
PETS-U,AirQuality,64,0,100002,discriminative_score,0.1497967479674797
PETS-U,AirQuality,64,0,100002,predictive_score,0.0212448221857926
PETS-U,AirQuality,64,0,100003,context_fid,0.3865302716780006
PETS-U,AirQuality,64,0,100003,correlation_score,0.09080909192562103
PETS-U,AirQuality,64,0,100003,discriminative_score,0.15101626016260164
PETS-U,AirQuality,64,0,100003,predictive_score,0.02173947618787982
PETS-U,AirQuality,64,0,100004,context_fid,0.39706076893156966
PETS-U,AirQuality,64,0,100004,correlation_score,0.09559129178524017
PETS-U,AirQuality,64,0,100004,discriminative_score,0.14878048780487807
PETS-U,AirQuality,64,0,100004,predictive_score,0.021645164035002534
PETS-U,AirQuality,64,42,100000,context_fid,0.7290340122892688
PETS-U,AirQuality,64,42,100000,correlation_score,0.1224803701043129
PETS-U,AirQuality,64,42,100000,discriminative_score,0.191260162601626
PETS-U,AirQuality,64,42,100000,predictive_score,0.022537974963777668
PETS-U,AirQuality,64,42,100001,context_fid,0.8206657703464799
PETS-U,AirQuality,64,42,100001,correlation_score,0.12166591733694077
PETS-U,AirQuality,64,42,100001,discriminative_score,0.18170731707317078
PETS-U,AirQuality,64,42,100001,predictive_score,0.022388767827976608
PETS-U,AirQuality,64,42,100002,context_fid,0.774257083586145
PETS-U,AirQuality,64,42,100002,correlation_score,0.1277577430009842
PETS-U,AirQuality,64,42,100002,discriminative_score,0.1861788617886179
PETS-U,AirQuality,64,42,100002,predictive_score,0.022611295777153373
PETS-U,AirQuality,64,42,100003,context_fid,0.7996741263000979
PETS-U,AirQuality,64,42,100003,correlation_score,0.11855652183294296
PETS-U,AirQuality,64,42,100003,discriminative_score,0.19654471544715446
PETS-U,AirQuality,64,42,100003,predictive_score,0.022524863789442406
PETS-U,AirQuality,64,42,100004,context_fid,0.7563862230087525
PETS-U,AirQuality,64,42,100004,correlation_score,0.11815512180328369
PETS-U,AirQuality,64,42,100004,discriminative_score,0.19207317073170735
PETS-U,AirQuality,64,42,100004,predictive_score,0.022500955739966837
PETS-U,AirQuality,64,123,100000,context_fid,0.5431646928134679
PETS-U,AirQuality,64,123,100000,correlation_score,0.11621160805225372
PETS-U,AirQuality,64,123,100000,discriminative_score,0.21382113821138213
PETS-U,AirQuality,64,123,100000,predictive_score,0.022881294327419255
PETS-U,AirQuality,64,123,100001,context_fid,0.5431447020973281
PETS-U,AirQuality,64,123,100001,correlation_score,0.12466347217559814
PETS-U,AirQuality,64,123,100001,discriminative_score,0.21544715447154472
PETS-U,AirQuality,64,123,100001,predictive_score,0.02241337785108044
PETS-U,AirQuality,64,123,100002,context_fid,0.5012192068063056
PETS-U,AirQuality,64,123,100002,correlation_score,0.11410102993249893
PETS-U,AirQuality,64,123,100002,discriminative_score,0.2071138211382114
PETS-U,AirQuality,64,123,100002,predictive_score,0.022643838114087583
PETS-U,AirQuality,64,123,100003,context_fid,0.5545812458185878
PETS-U,AirQuality,64,123,100003,correlation_score,0.1130795031785965
PETS-U,AirQuality,64,123,100003,discriminative_score,0.2004065040650406
PETS-U,AirQuality,64,123,100003,predictive_score,0.022902951382945957
PETS-U,AirQuality,64,123,100004,context_fid,0.49261106811167193
PETS-U,AirQuality,64,123,100004,correlation_score,0.11199166625738144
PETS-U,AirQuality,64,123,100004,discriminative_score,0.19959349593495937
PETS-U,AirQuality,64,123,100004,predictive_score,0.02297119183740885
PETS-U,AirQuality,128,0,100000,context_fid,0.4862200760324915
PETS-U,AirQuality,128,0,100000,correlation_score,0.10416160523891449
PETS-U,AirQuality,128,0,100000,discriminative_score,0.18780487804878046
PETS-U,AirQuality,128,0,100000,predictive_score,0.02055752390924681
PETS-U,AirQuality,128,0,100001,context_fid,0.48944768464726196
PETS-U,AirQuality,128,0,100001,correlation_score,0.10656879842281342
PETS-U,AirQuality,128,0,100001,discriminative_score,0.1865853658536585
PETS-U,AirQuality,128,0,100001,predictive_score,0.02046916738129312
PETS-U,AirQuality,128,0,100002,context_fid,0.5184211326069432
PETS-U,AirQuality,128,0,100002,correlation_score,0.11522793769836426
PETS-U,AirQuality,128,0,100002,discriminative_score,0.1741869918699187
PETS-U,AirQuality,128,0,100002,predictive_score,0.020455401770694454
PETS-U,AirQuality,128,0,100003,context_fid,0.5091635267445028
PETS-U,AirQuality,128,0,100003,correlation_score,0.11365704238414764
PETS-U,AirQuality,128,0,100003,discriminative_score,0.18638211382113823
PETS-U,AirQuality,128,0,100003,predictive_score,0.020424308035861333
PETS-U,AirQuality,128,0,100004,context_fid,0.47590726534057054
PETS-U,AirQuality,128,0,100004,correlation_score,0.10512956231832504
PETS-U,AirQuality,128,0,100004,discriminative_score,0.18780487804878046
PETS-U,AirQuality,128,0,100004,predictive_score,0.020422879756703576
PETS-U,AirQuality,128,42,100000,context_fid,0.5388074322505915
PETS-U,AirQuality,128,42,100000,correlation_score,0.11032392084598541
PETS-U,AirQuality,128,42,100000,discriminative_score,0.23089430894308946
PETS-U,AirQuality,128,42,100000,predictive_score,0.02065770203815494
PETS-U,AirQuality,128,42,100001,context_fid,0.48311355386673394
PETS-U,AirQuality,128,42,100001,correlation_score,0.1040196567773819
PETS-U,AirQuality,128,42,100001,discriminative_score,0.2292682926829268
PETS-U,AirQuality,128,42,100001,predictive_score,0.020638157937279782
PETS-U,AirQuality,128,42,100002,context_fid,0.513659838430637
PETS-U,AirQuality,128,42,100002,correlation_score,0.10857043415307999
PETS-U,AirQuality,128,42,100002,discriminative_score,0.23089430894308946
PETS-U,AirQuality,128,42,100002,predictive_score,0.020520196730027845
PETS-U,AirQuality,128,42,100003,context_fid,0.5276348975396433
PETS-U,AirQuality,128,42,100003,correlation_score,0.10708367824554443
PETS-U,AirQuality,128,42,100003,discriminative_score,0.21138211382113822
PETS-U,AirQuality,128,42,100003,predictive_score,0.020624114189596792
PETS-U,AirQuality,128,42,100004,context_fid,0.5235454745147975
PETS-U,AirQuality,128,42,100004,correlation_score,0.10070610046386719
PETS-U,AirQuality,128,42,100004,discriminative_score,0.22520325203252034
PETS-U,AirQuality,128,42,100004,predictive_score,0.02052718083302807
PETS-U,AirQuality,128,123,100000,context_fid,0.6633887765940911
PETS-U,AirQuality,128,123,100000,correlation_score,0.11380277574062347
PETS-U,AirQuality,128,123,100000,discriminative_score,0.15995934959349598
PETS-U,AirQuality,128,123,100000,predictive_score,0.0201539628435512
PETS-U,AirQuality,128,123,100001,context_fid,0.6626235088786826
PETS-U,AirQuality,128,123,100001,correlation_score,0.12135157734155655
PETS-U,AirQuality,128,123,100001,discriminative_score,0.1768292682926829
PETS-U,AirQuality,128,123,100001,predictive_score,0.02029791900569459
PETS-U,AirQuality,128,123,100002,context_fid,0.6843227657276572
PETS-U,AirQuality,128,123,100002,correlation_score,0.11310146003961563
PETS-U,AirQuality,128,123,100002,discriminative_score,0.16849593495934964
PETS-U,AirQuality,128,123,100002,predictive_score,0.020402982530981717
PETS-U,AirQuality,128,123,100003,context_fid,0.6793540301176236
PETS-U,AirQuality,128,123,100003,correlation_score,0.11468248069286346
PETS-U,AirQuality,128,123,100003,discriminative_score,0.16768292682926833
PETS-U,AirQuality,128,123,100003,predictive_score,0.020390093447682982
PETS-U,AirQuality,128,123,100004,context_fid,0.7426821712912522
PETS-U,AirQuality,128,123,100004,correlation_score,0.11718690395355225
PETS-U,AirQuality,128,123,100004,discriminative_score,0.1617886178861789
PETS-U,AirQuality,128,123,100004,predictive_score,0.020619422315007796
PETS-U,AirQuality,256,0,100000,context_fid,3.1901846285780198
PETS-U,AirQuality,256,0,100000,correlation_score,0.1769116222858429
PETS-U,AirQuality,256,0,100000,discriminative_score,0.3077235772357723
PETS-U,AirQuality,256,0,100000,predictive_score,0.023260150478487656
PETS-U,AirQuality,256,0,100001,context_fid,3.114183776841029
PETS-U,AirQuality,256,0,100001,correlation_score,0.1676592230796814
PETS-U,AirQuality,256,0,100001,discriminative_score,0.2839430894308943
PETS-U,AirQuality,256,0,100001,predictive_score,0.023147299929746623
PETS-U,AirQuality,256,0,100002,context_fid,3.2563796385220063
PETS-U,AirQuality,256,0,100002,correlation_score,0.18508023023605347
PETS-U,AirQuality,256,0,100002,discriminative_score,0.2766260162601626
PETS-U,AirQuality,256,0,100002,predictive_score,0.023271287348961778
PETS-U,AirQuality,256,0,100003,context_fid,3.1455017769236213
PETS-U,AirQuality,256,0,100003,correlation_score,0.16564984619617462
PETS-U,AirQuality,256,0,100003,discriminative_score,0.2632113821138211
PETS-U,AirQuality,256,0,100003,predictive_score,0.023398857328288614
PETS-U,AirQuality,256,0,100004,context_fid,3.142377871994693
PETS-U,AirQuality,256,0,100004,correlation_score,0.17476609349250793
PETS-U,AirQuality,256,0,100004,discriminative_score,0.31361788617886177
PETS-U,AirQuality,256,0,100004,predictive_score,0.023124425595483444
PETS-U,AirQuality,256,42,100000,context_fid,0.8771438589961208
PETS-U,AirQuality,256,42,100000,correlation_score,0.14746211469173431
PETS-U,AirQuality,256,42,100000,discriminative_score,0.24390243902439027
PETS-U,AirQuality,256,42,100000,predictive_score,0.020556729518375505
PETS-U,AirQuality,256,42,100001,context_fid,0.8708505660742923
PETS-U,AirQuality,256,42,100001,correlation_score,0.14296072721481323
PETS-U,AirQuality,256,42,100001,discriminative_score,0.26747967479674795
PETS-U,AirQuality,256,42,100001,predictive_score,0.020336076577602096
PETS-U,AirQuality,256,42,100002,context_fid,0.8707042792815067
PETS-U,AirQuality,256,42,100002,correlation_score,0.14269360899925232
PETS-U,AirQuality,256,42,100002,discriminative_score,0.2548780487804878
PETS-U,AirQuality,256,42,100002,predictive_score,0.020656689362643494
PETS-U,AirQuality,256,42,100003,context_fid,0.8795198352755209
PETS-U,AirQuality,256,42,100003,correlation_score,0.1592135727405548
PETS-U,AirQuality,256,42,100003,discriminative_score,0.2766260162601626
PETS-U,AirQuality,256,42,100003,predictive_score,0.021065552343846623
PETS-U,AirQuality,256,42,100004,context_fid,0.880265212800937
PETS-U,AirQuality,256,42,100004,correlation_score,0.14104463160037994
PETS-U,AirQuality,256,42,100004,discriminative_score,0.25833333333333336
PETS-U,AirQuality,256,42,100004,predictive_score,0.02110637712242654
PETS-U,AirQuality,256,123,100000,context_fid,1.057505303015997
PETS-U,AirQuality,256,123,100000,correlation_score,0.10560674965381622
PETS-U,AirQuality,256,123,100000,discriminative_score,0.2817073170731707
PETS-U,AirQuality,256,123,100000,predictive_score,0.02001829084125954
PETS-U,AirQuality,256,123,100001,context_fid,1.1310686436990312
PETS-U,AirQuality,256,123,100001,correlation_score,0.10889126360416412
PETS-U,AirQuality,256,123,100001,discriminative_score,0.275
PETS-U,AirQuality,256,123,100001,predictive_score,0.020182804210473176
PETS-U,AirQuality,256,123,100002,context_fid,1.1947642818340578
PETS-U,AirQuality,256,123,100002,correlation_score,0.11279455572366714
PETS-U,AirQuality,256,123,100002,discriminative_score,0.2833333333333333
PETS-U,AirQuality,256,123,100002,predictive_score,0.02036463088021871
PETS-U,AirQuality,256,123,100003,context_fid,1.0285167705753395
PETS-U,AirQuality,256,123,100003,correlation_score,0.09959925711154938
PETS-U,AirQuality,256,123,100003,discriminative_score,0.26930894308943093
PETS-U,AirQuality,256,123,100003,predictive_score,0.020296569835901817
PETS-U,AirQuality,256,123,100004,context_fid,1.0984413224690124
PETS-U,AirQuality,256,123,100004,correlation_score,0.10515151917934418
PETS-U,AirQuality,256,123,100004,discriminative_score,0.28821138211382114
PETS-U,AirQuality,256,123,100004,predictive_score,0.020217073096091553
PETS-U,ETTh,64,0,100000,context_fid,0.9293800291487065
PETS-U,ETTh,64,0,100000,correlation_score,0.11853909492492676
PETS-U,ETTh,64,0,100000,discriminative_score,0.1554878048780488
PETS-U,ETTh,64,0,100000,predictive_score,0.12427206052567878
PETS-U,ETTh,64,0,100001,context_fid,0.84387315575909
PETS-U,ETTh,64,0,100001,correlation_score,0.11416350305080414
PETS-U,ETTh,64,0,100001,discriminative_score,0.1467479674796748
PETS-U,ETTh,64,0,100001,predictive_score,0.12399534523638067
PETS-U,ETTh,64,0,100002,context_fid,0.8777139904578518
PETS-U,ETTh,64,0,100002,correlation_score,0.11499694734811783
PETS-U,ETTh,64,0,100002,discriminative_score,0.15020325203252036
PETS-U,ETTh,64,0,100002,predictive_score,0.12268891401314856
PETS-U,ETTh,64,0,100003,context_fid,0.9696530772689428
PETS-U,ETTh,64,0,100003,correlation_score,0.12725701928138733
PETS-U,ETTh,64,0,100003,discriminative_score,0.16239837398373988
PETS-U,ETTh,64,0,100003,predictive_score,0.12366221972433777
PETS-U,ETTh,64,0,100004,context_fid,0.865691074467128
PETS-U,ETTh,64,0,100004,correlation_score,0.11036133766174316
PETS-U,ETTh,64,0,100004,discriminative_score,0.1467479674796748
PETS-U,ETTh,64,0,100004,predictive_score,0.12296046501827125
PETS-U,ETTh,64,42,100000,context_fid,0.6105753666432311
PETS-U,ETTh,64,42,100000,correlation_score,0.0870935320854187
PETS-U,ETTh,64,42,100000,discriminative_score,0.1105691056910569
PETS-U,ETTh,64,42,100000,predictive_score,0.12069749955283744
PETS-U,ETTh,64,42,100001,context_fid,0.6649406192331181
PETS-U,ETTh,64,42,100001,correlation_score,0.08409718424081802
PETS-U,ETTh,64,42,100001,discriminative_score,0.13211382113821138
PETS-U,ETTh,64,42,100001,predictive_score,0.12306274948923601
PETS-U,ETTh,64,42,100002,context_fid,0.5899367918225682
PETS-U,ETTh,64,42,100002,correlation_score,0.09055636078119278
PETS-U,ETTh,64,42,100002,discriminative_score,0.12845528455284552
PETS-U,ETTh,64,42,100002,predictive_score,0.12150243723075012
PETS-U,ETTh,64,42,100003,context_fid,0.5389109761875421
PETS-U,ETTh,64,42,100003,correlation_score,0.07900114357471466
PETS-U,ETTh,64,42,100003,discriminative_score,0.10670731707317072
PETS-U,ETTh,64,42,100003,predictive_score,0.12191858850163347
PETS-U,ETTh,64,42,100004,context_fid,0.5765978305052237
PETS-U,ETTh,64,42,100004,correlation_score,0.08196438103914261
PETS-U,ETTh,64,42,100004,discriminative_score,0.1097560975609756
PETS-U,ETTh,64,42,100004,predictive_score,0.12114411312222728
PETS-U,ETTh,64,123,100000,context_fid,0.6727623483280581
PETS-U,ETTh,64,123,100000,correlation_score,0.08362185209989548
PETS-U,ETTh,64,123,100000,discriminative_score,0.13048780487804879
PETS-U,ETTh,64,123,100000,predictive_score,0.12113455847361365
PETS-U,ETTh,64,123,100001,context_fid,0.6839776359911971
PETS-U,ETTh,64,123,100001,correlation_score,0.07138242572546005
PETS-U,ETTh,64,123,100001,discriminative_score,0.12560975609756098
PETS-U,ETTh,64,123,100001,predictive_score,0.12182331204689945
PETS-U,ETTh,64,123,100002,context_fid,0.7636728188015939
PETS-U,ETTh,64,123,100002,correlation_score,0.08866658061742783
PETS-U,ETTh,64,123,100002,discriminative_score,0.1363821138211382
PETS-U,ETTh,64,123,100002,predictive_score,0.12178454649089569
PETS-U,ETTh,64,123,100003,context_fid,0.6851625347344488
PETS-U,ETTh,64,123,100003,correlation_score,0.08604530245065689
PETS-U,ETTh,64,123,100003,discriminative_score,0.13211382113821138
PETS-U,ETTh,64,123,100003,predictive_score,0.12336608637428981
PETS-U,ETTh,64,123,100004,context_fid,0.6999397642113029
PETS-U,ETTh,64,123,100004,correlation_score,0.08198089897632599
PETS-U,ETTh,64,123,100004,discriminative_score,0.13516260162601626
PETS-U,ETTh,64,123,100004,predictive_score,0.12109706622444112
PETS-U,ETTh,128,0,100000,context_fid,0.856956733627325
PETS-U,ETTh,128,0,100000,correlation_score,0.07057154178619385
PETS-U,ETTh,128,0,100000,discriminative_score,0.13414634146341464
PETS-U,ETTh,128,0,100000,predictive_score,0.11342020435131417
PETS-U,ETTh,128,0,100001,context_fid,0.8585248068658181
PETS-U,ETTh,128,0,100001,correlation_score,0.07118205726146698
PETS-U,ETTh,128,0,100001,discriminative_score,0.14044715447154474
PETS-U,ETTh,128,0,100001,predictive_score,0.1151935660551923
PETS-U,ETTh,128,0,100002,context_fid,0.9265106447288586
PETS-U,ETTh,128,0,100002,correlation_score,0.07375188171863556
PETS-U,ETTh,128,0,100002,discriminative_score,0.14126016260162602
PETS-U,ETTh,128,0,100002,predictive_score,0.11555695238287929
